Country,GHI,DNI,DHI
Benin,1052.0,720.9,330.6
Benin,5.4,-0.6,5.1
Benin,20.5,0.0,20.4
Benin,537.5,333.3,316.5
Benin,0.3,-0.4,-0.3
Benin,371.4,120.8,287.1
Benin,417.5,6.2,409.9
Benin,546.3,374.6,301.9
Benin,193.1,7.9,189.1
Benin,877.0,818.0,182.8
Benin,951.0,704.5,246.9
Benin,549.0,199.5,416.9
Benin,1057.0,769.3,275.9
Benin,58.3,87.4,47.3
Benin,792.1,396.7,438.4
Benin,3.9,-1.1,1.8
Benin,429.4,6.3,420.1
Benin,714.8,254.5,504.8
Benin,104.7,25.4,97.1
Benin,846.0,369.2,490.5
Benin,86.3,91.7,69.2
Benin,472.9,1.6,469.0
Benin,382.6,300.8,208.3
Benin,203.3,0.2,202.3
Benin,689.3,283.7,455.9
Benin,269.4,0.9,268.5
Benin,123.7,7.9,120.5
Benin,7.3,-0.9,7.0
Benin,211.7,257.1,126.1
Benin,463.8,8.4,452.9
Benin,263.8,0.1,261.7
Benin,503.1,38.8,467.9
Benin,935.0,680.2,286.2
Benin,476.3,397.9,218.1
Benin,32.2,0.4,31.6
Benin,896.0,613.3,357.2
Benin,1.6,-0.2,1.6
Benin,25.7,4.8,24.4
Benin,146.2,0.0,145.8
Benin,802.0,682.9,234.4
Benin,346.5,371.8,174.5
Benin,791.1,356.0,468.0
Benin,456.1,100.1,366.4
Benin,450.0,480.6,182.1
Benin,86.0,179.1,56.3
Benin,778.0,539.1,366.6
Benin,604.0,311.9,366.2
Benin,915.0,642.6,288.1
Benin,108.5,153.9,75.1
Benin,14.5,0.2,14.2
Benin,756.5,256.0,525.2
Benin,467.8,624.3,161.8
Benin,11.9,-0.1,11.9
Benin,271.2,4.0,267.1
Benin,802.0,645.1,292.1
Benin,862.0,810.9,158.9
Benin,312.7,159.6,221.1
Benin,132.4,0.7,129.3
Benin,3.7,-0.7,2.6
Benin,213.5,201.0,145.9
Benin,280.1,345.5,147.4
Benin,156.8,253.3,93.9
Benin,70.7,-0.1,70.7
Benin,639.2,247.9,441.5
Benin,663.8,617.4,234.3
Benin,281.2,476.9,134.7
Benin,949.0,747.4,260.3
Benin,785.1,609.5,286.1
Benin,664.0,375.8,349.2
Benin,404.5,367.6,173.6
Benin,12.4,0.0,12.4
Benin,684.5,784.8,139.0
Benin,98.7,236.0,59.6
Benin,499.7,567.8,176.7
Benin,971.0,486.0,475.1
Benin,35.5,0.0,34.8
Benin,908.0,510.4,390.9
Benin,1007.0,809.0,227.3
Benin,318.9,0.0,316.0
Benin,249.0,0.6,247.1
Benin,104.9,30.8,96.7
Benin,0.5,-0.3,-1.4
Benin,785.8,732.7,213.4
Benin,66.8,-0.4,66.7
Benin,906.0,796.7,201.9
Benin,416.2,604.4,133.1
Benin,549.8,487.5,246.8
Benin,758.8,424.7,392.6
Benin,937.0,898.0,150.0
Benin,928.0,839.0,166.2
Benin,335.8,0.8,333.4
Benin,823.0,397.7,426.1
Benin,839.0,660.6,242.9
Benin,27.5,-0.2,27.4
Benin,82.9,0.2,82.4
Benin,305.9,1.3,303.3
Benin,603.7,138.8,460.2
Benin,2.8,-0.4,0.6
Benin,272.9,1.6,270.3
Benin,642.5,56.8,581.7
Benin,246.2,326.5,133.6
Benin,120.5,8.4,114.5
Benin,225.1,530.8,78.9
Benin,635.1,393.7,338.8
Benin,505.0,41.8,459.7
Benin,49.9,0.0,49.5
Benin,239.2,243.9,134.6
Benin,738.7,620.6,259.4
Benin,18.4,15.5,15.2
Benin,14.3,-0.2,14.2
Benin,846.0,531.9,308.0
Benin,743.4,308.5,435.8
Benin,89.3,0.5,87.8
Benin,851.0,647.0,315.0
Benin,899.0,786.2,203.1
Benin,861.0,370.8,495.0
Benin,808.0,721.5,218.1
Benin,9.1,-0.6,7.4
Benin,549.3,440.9,227.5
Benin,466.0,105.9,397.9
Benin,263.0,4.6,259.5
Benin,65.5,72.1,51.7
Benin,70.7,0.1,70.2
Benin,392.8,292.3,202.7
Benin,609.0,487.0,275.9
Benin,144.5,122.1,110.3
Benin,182.6,324.4,97.8
Benin,328.0,381.4,163.4
Benin,32.1,9.4,30.4
Benin,742.5,656.3,255.1
Benin,934.0,701.1,245.0
Benin,8.2,0.0,8.0
Benin,864.0,375.4,495.4
Benin,704.4,576.9,265.4
Benin,351.1,386.9,176.5
Benin,384.9,437.6,169.8
Benin,898.0,657.0,283.1
Benin,27.8,0.0,27.6
Benin,546.6,1.1,542.1
Benin,445.0,310.8,264.3
Benin,538.0,565.3,196.9
Benin,365.5,6.0,359.1
Benin,187.0,0.7,186.0
Benin,41.1,121.9,27.2
Benin,601.0,82.9,532.1
Benin,787.3,783.8,200.7
Benin,477.7,368.4,262.5
Benin,54.8,41.8,50.6
Benin,538.4,701.2,136.5
Benin,823.0,301.3,533.0
Benin,382.2,336.0,211.3
Benin,106.8,213.3,66.8
Benin,667.9,268.6,451.8
Benin,336.6,290.4,177.6
Benin,172.4,300.1,97.9
Benin,454.8,38.8,420.3
Benin,281.4,0.2,279.9
Benin,122.9,51.2,109.5
Benin,997.0,595.0,439.6
Benin,1.2,-0.2,1.1
Benin,98.8,0.3,98.6
Benin,103.9,147.2,74.9
Benin,650.2,695.2,170.5
Benin,186.9,5.3,182.4
Benin,546.9,87.1,469.6
Benin,37.4,0.0,37.0
Benin,194.7,0.8,194.2
Benin,916.0,721.6,309.6
Benin,13.3,-0.7,13.2
Benin,1009.0,566.2,455.0
Benin,30.8,48.9,26.2
Benin,348.5,147.4,270.7
Benin,654.3,211.2,478.2
Benin,514.6,214.0,373.3
Benin,1015.0,691.8,319.5
Benin,788.3,415.6,432.9
Benin,728.0,531.5,283.1
Benin,961.0,365.3,588.7
Benin,175.3,126.2,140.6
Benin,521.9,259.6,313.2
Benin,753.0,633.7,273.1
Benin,78.3,39.4,71.4
Benin,761.9,877.2,130.6
Benin,602.1,522.9,237.1
Benin,359.5,407.6,177.8
Benin,873.0,629.2,323.5
Benin,894.0,837.0,162.1
Benin,520.9,2.9,514.5
Benin,236.2,1.5,233.5
Benin,891.0,749.3,190.2
Benin,995.0,698.1,329.5
Benin,997.0,658.4,334.4
Benin,393.6,135.1,266.5
Benin,872.0,701.7,278.2
Benin,747.4,357.3,449.3
Benin,720.7,680.0,210.9
Benin,373.4,661.1,105.2
Benin,506.9,498.8,209.3
Benin,648.8,241.9,458.7
Benin,745.8,362.7,446.5
Benin,847.0,647.0,273.5
Benin,931.0,601.6,366.1
Benin,394.7,384.3,200.3
Benin,812.0,614.2,311.3
Benin,207.9,318.3,115.1
Benin,481.7,471.0,214.5
Benin,964.0,822.0,163.9
Benin,141.2,417.1,62.5
Benin,723.6,720.9,190.4
Benin,865.0,539.1,373.0
Benin,958.0,827.0,227.7
Benin,618.1,37.0,577.2
Benin,402.3,100.5,334.4
Benin,317.2,2.8,314.3
Benin,364.0,1.1,358.0
Benin,1023.0,763.2,277.7
Benin,813.0,546.3,329.2
Benin,23.9,4.8,23.2
Benin,84.9,78.2,70.3
Benin,737.1,841.0,129.5
Benin,888.0,816.0,185.7
Benin,125.6,48.6,113.2
Benin,288.0,0.9,285.3
Benin,700.8,691.9,199.8
Benin,229.5,194.8,156.2
Benin,948.0,624.3,324.7
Benin,227.2,49.2,206.4
Benin,486.5,476.1,208.6
Benin,764.1,655.8,263.1
Benin,824.0,742.4,232.8
Benin,61.2,0.1,60.9
Benin,70.6,6.8,68.9
Benin,938.0,795.4,185.1
Benin,112.4,140.8,83.1
Benin,97.0,7.3,94.3
Benin,987.0,715.8,296.4
Benin,839.0,581.9,305.7
Benin,2.1,-0.2,2.2
Benin,61.9,84.7,47.6
Benin,23.0,-0.5,21.1
Benin,440.8,378.8,229.9
Benin,814.0,373.5,465.9
Benin,131.2,6.7,127.8
Benin,354.3,386.2,153.7
Benin,680.4,443.9,322.1
Benin,69.2,0.3,67.9
Benin,931.0,790.1,275.4
Benin,7.9,-0.4,7.8
Benin,273.7,264.0,172.5
Benin,839.0,681.0,228.7
Benin,877.0,639.8,314.4
Benin,596.5,530.3,247.2
Benin,532.3,51.7,488.5
Benin,11.8,1.9,11.9
Benin,22.1,-0.3,21.8
Benin,64.5,6.0,61.1
Benin,147.4,45.1,131.2
Benin,113.1,0.3,112.5
Benin,234.2,193.0,160.5
Benin,698.1,239.5,488.6
Benin,858.0,342.6,510.8
Benin,785.1,265.1,509.3
Benin,804.0,730.2,163.5
Benin,13.1,-0.7,9.9
Benin,782.6,511.0,338.6
Benin,721.1,789.8,150.0
Benin,707.8,747.2,151.2
Benin,444.4,29.8,406.0
Benin,794.9,751.9,177.6
Benin,1.4,-0.1,1.4
Benin,652.8,535.3,281.8
Benin,732.6,88.1,638.2
Benin,60.6,48.7,47.2
Benin,359.4,56.6,325.0
Benin,631.9,108.8,524.9
Benin,479.1,406.8,256.0
Benin,449.1,334.9,265.9
Benin,548.9,613.0,195.7
Benin,305.7,43.5,281.2
Benin,866.0,379.2,483.2
Benin,922.0,909.0,146.8
Benin,364.1,430.5,164.9
Benin,432.8,0.9,430.1
Benin,180.4,0.9,178.8
Benin,952.0,837.0,163.8
Benin,75.9,231.5,41.3
Benin,909.0,695.9,243.2
Benin,1.9,-0.5,1.7
Benin,393.0,2.8,386.9
Benin,604.4,460.2,274.8
Benin,115.0,82.2,96.8
Benin,205.7,1.6,202.2
Benin,882.0,502.9,380.3
Benin,69.5,17.5,64.3
Benin,268.2,6.9,262.6
Benin,493.5,26.6,467.2
Benin,156.5,94.7,121.0
Benin,344.7,380.7,172.0
Benin,702.0,619.9,217.6
Benin,150.9,4.0,147.7
Benin,446.0,548.5,164.9
Benin,118.8,120.3,92.8
Benin,25.3,0.1,25.1
Benin,854.0,447.4,440.1
Benin,876.0,775.7,187.7
Benin,207.4,62.2,180.6
Benin,55.4,0.0,55.5
Benin,888.0,440.3,470.0
Benin,626.5,428.9,330.7
Benin,50.2,124.4,36.9
Benin,6.3,-0.1,6.2
Benin,153.6,140.1,112.9
Benin,64.6,13.6,61.9
Benin,331.0,532.7,126.6
Benin,193.1,160.8,138.6
Benin,683.4,720.8,185.7
Benin,908.0,402.0,497.2
Benin,133.5,28.1,124.7
Benin,374.1,18.7,358.7
Benin,470.1,259.5,290.3
Benin,73.7,13.0,67.6
Benin,787.9,608.8,283.6
Benin,219.0,113.7,173.6
Benin,13.8,0.0,13.7
Benin,871.0,420.3,447.8
Benin,120.6,-0.5,119.4
Benin,624.2,307.2,402.2
Benin,367.1,12.3,354.4
Benin,882.0,803.0,184.6
Benin,309.6,273.9,187.8
Benin,934.0,865.0,181.6
Benin,768.9,380.3,385.9
Benin,5.2,-0.7,4.8
Benin,887.0,780.6,186.0
Benin,964.0,579.9,389.2
Benin,177.0,389.6,83.4
Benin,91.8,0.2,91.4
Benin,831.0,775.6,177.8
Benin,193.1,380.9,93.5
Benin,401.5,353.5,231.0
Benin,646.3,561.6,237.8
Benin,646.2,54.8,586.1
Benin,1004.0,646.2,343.4
Benin,450.4,107.5,378.9
Benin,157.8,0.5,155.1
Benin,1042.0,691.5,432.4
Benin,475.2,403.5,255.1
Benin,795.9,521.0,351.3
Benin,258.5,45.4,232.5
Benin,740.4,525.7,284.6
Benin,438.5,497.3,192.4
Benin,903.0,602.4,333.8
Benin,208.1,0.7,202.8
Benin,769.8,684.7,219.5
Benin,698.6,182.0,526.3
Benin,132.5,147.8,96.7
Benin,0.7,-0.2,0.7
Benin,626.4,521.4,254.7
Benin,7.9,-0.4,7.9
Benin,672.2,273.5,393.5
Benin,82.9,85.4,66.5
Benin,661.7,384.6,363.0
Benin,821.0,822.0,176.7
Benin,436.2,44.3,403.2
Benin,18.4,5.3,18.1
Benin,286.0,372.0,135.6
Benin,642.0,292.2,431.5
Benin,219.0,441.9,74.0
Benin,323.2,418.5,154.1
Benin,813.0,834.0,159.0
Benin,45.4,1.4,44.8
Benin,542.2,69.4,473.9
Benin,382.2,84.4,319.8
Benin,768.5,839.0,141.3
Benin,710.7,733.3,156.1
Benin,616.3,476.5,277.7
Benin,807.0,789.3,193.8
Benin,394.4,1.0,392.0
Benin,202.9,0.5,203.1
Benin,241.1,565.4,79.8
Benin,462.3,5.7,455.2
Benin,55.2,0.2,55.0
Benin,11.6,-0.2,11.5
Benin,873.0,761.9,191.1
Benin,489.0,7.9,476.7
Benin,27.1,0.4,26.8
Benin,941.0,548.3,406.8
Benin,862.0,627.5,270.2
Benin,246.9,21.7,233.8
Benin,927.0,537.8,433.6
Benin,217.3,26.3,204.0
Benin,153.4,122.5,117.7
Benin,528.9,282.1,340.7
Benin,333.4,117.7,271.0
Benin,644.0,168.3,470.2
Benin,887.0,703.2,232.2
Benin,793.2,484.5,378.3
Benin,492.1,737.6,123.1
Benin,746.9,677.4,211.3
Benin,213.3,190.2,156.9
Benin,36.4,1.9,34.3
Benin,80.9,-0.4,77.5
Benin,791.6,467.3,376.3
Benin,272.2,90.1,224.2
Benin,584.9,551.1,216.6
Benin,819.0,461.0,425.4
Benin,768.8,846.0,139.0
Benin,19.1,-0.1,19.1
Benin,706.9,736.3,149.1
Benin,740.7,612.1,247.3
Benin,21.1,39.5,18.9
Benin,51.3,47.9,45.0
Benin,728.0,548.4,336.1
Benin,631.9,18.9,606.7
Benin,689.3,673.8,222.8
Benin,286.2,222.0,194.8
Benin,803.0,535.6,350.0
Benin,109.7,142.4,77.3
Benin,29.6,-0.2,29.4
Benin,175.4,172.7,125.8
Benin,875.0,871.0,146.2
Benin,850.0,854.0,162.3
Benin,886.0,685.4,274.5
Benin,548.0,519.7,219.7
Benin,459.6,460.9,206.6
Benin,107.9,0.3,107.3
Benin,541.9,216.6,367.6
Benin,1119.0,599.7,515.8
Benin,513.1,359.7,288.0
Benin,291.6,314.5,159.0
Benin,354.7,111.7,284.8
Benin,761.9,365.5,452.1
Benin,105.0,142.5,75.2
Benin,498.4,519.6,194.2
Benin,522.6,706.2,143.9
Benin,755.1,770.2,198.5
Benin,282.1,93.7,213.8
Benin,532.0,486.6,219.6
Benin,590.9,108.4,480.4
Benin,976.0,870.0,145.5
Benin,854.0,730.4,223.9
Benin,300.2,115.7,233.2
Benin,37.9,-0.5,36.1
Benin,325.1,49.3,295.8
Benin,89.3,5.6,87.0
Benin,215.7,148.1,159.0
Benin,910.0,786.1,229.2
Benin,190.1,395.2,89.5
Benin,54.5,43.9,48.5
Benin,700.7,359.0,359.6
Benin,829.0,601.3,306.9
Benin,462.8,675.8,120.7
Benin,698.8,427.4,363.9
Benin,646.6,284.0,363.0
Benin,431.4,1.8,426.9
Benin,916.0,630.3,320.3
Benin,7.6,-0.3,6.0
Benin,1073.0,720.4,380.6
Benin,959.0,712.4,242.5
Benin,710.7,586.6,228.1
Benin,289.2,347.3,143.6
Benin,273.1,393.7,127.2
Benin,22.5,-0.2,22.4
Benin,856.0,482.4,402.2
Benin,114.6,0.4,113.8
Benin,715.2,230.7,481.2
Benin,350.8,95.3,284.3
Benin,426.0,228.6,263.6
Benin,638.4,304.8,365.6
Benin,937.0,786.3,252.7
Benin,352.8,412.2,173.6
Benin,780.5,343.4,473.8
Benin,414.0,541.1,169.4
Benin,499.3,521.6,187.0
Benin,859.0,851.0,138.3
Benin,246.3,304.8,141.5
Benin,434.0,482.8,203.6
Benin,954.0,808.7,179.9
Benin,86.6,228.9,51.8
Benin,534.5,272.0,327.2
Benin,556.5,443.6,259.4
Benin,708.9,770.5,152.2
Benin,837.0,849.0,158.0
Benin,512.9,478.3,202.1
Benin,578.3,130.2,449.8
Benin,635.6,685.7,168.9
Benin,701.3,314.7,453.0
Benin,537.2,46.6,486.7
Benin,588.9,713.7,149.6
Benin,0.3,-0.4,0.4
Benin,716.0,375.9,410.0
Benin,987.0,658.6,318.7
Benin,210.6,3.8,207.8
Benin,566.0,675.3,166.9
Benin,207.9,199.2,137.8
Benin,818.0,459.8,395.4
Benin,550.6,88.6,470.0
Benin,498.3,208.1,374.1
Benin,665.2,196.7,481.2
Benin,619.4,34.9,580.0
Benin,814.0,537.6,352.4
Benin,56.1,13.8,53.9
Benin,277.0,12.2,265.9
Benin,388.2,514.7,138.8
Benin,426.6,496.7,182.7
Benin,992.0,770.1,218.9
Benin,519.4,73.3,459.3
Benin,226.4,52.5,197.4
Benin,422.2,157.7,333.0
Benin,827.0,767.7,201.8
Benin,180.6,158.7,135.9
Benin,844.0,669.0,254.0
Benin,895.0,615.4,326.9
Benin,761.8,185.8,577.3
Benin,445.2,511.3,236.5
Benin,857.0,528.2,404.5
Benin,422.1,139.7,310.8
Benin,323.1,415.6,145.5
Benin,689.1,731.8,141.0
Benin,575.2,426.5,283.0
Benin,74.3,90.2,60.1
Benin,973.0,614.8,375.6
Benin,20.3,9.2,17.9
Benin,814.0,892.4,131.9
Benin,150.1,423.9,64.0
Benin,841.0,601.4,294.5
Benin,586.6,573.1,204.8
Benin,584.7,655.9,161.7
Benin,450.1,425.6,214.9
Benin,613.1,327.5,382.8
Benin,140.5,205.5,81.3
Benin,634.0,737.3,173.9
Benin,611.3,534.2,238.4
Benin,775.7,635.3,238.2
Benin,614.7,409.8,335.4
Benin,759.8,621.9,275.9
Benin,631.6,703.9,197.3
Benin,1004.0,440.8,545.4
Benin,323.7,247.7,217.0
Benin,216.2,398.7,91.3
Benin,73.4,-0.5,72.4
Benin,0.4,-0.9,-0.7
Benin,986.0,668.9,345.7
Benin,704.6,294.9,451.0
Benin,726.1,818.0,145.2
Benin,161.0,147.5,119.9
Benin,928.0,627.2,313.5
Benin,882.0,772.7,188.6
Benin,361.0,282.4,220.8
Benin,969.0,513.6,509.8
Benin,837.0,492.5,386.1
Benin,397.6,1.2,394.1
Benin,572.7,698.7,139.5
Benin,25.2,6.9,23.1
Benin,3.7,-0.3,2.0
Benin,653.1,750.5,173.2
Benin,1051.0,615.4,449.5
Benin,588.2,311.7,373.3
Benin,152.1,1.1,151.4
Benin,895.0,301.0,584.2
Benin,452.8,1.3,448.1
Benin,406.3,45.5,360.5
Benin,370.9,151.5,291.7
Benin,138.2,283.7,80.3
Benin,682.4,611.4,214.2
Benin,215.9,141.9,173.4
Benin,346.0,30.1,327.1
Benin,74.7,25.3,70.2
Benin,392.5,511.0,154.7
Benin,433.2,7.8,424.5
Benin,782.5,819.0,165.2
Benin,1041.0,754.5,300.2
Benin,198.6,5.8,193.3
Benin,470.8,156.4,370.6
Benin,941.0,659.9,285.8
Benin,171.3,0.5,170.5
Benin,148.6,150.6,100.5
Benin,988.0,640.6,328.4
Benin,1063.0,779.4,308.3
Benin,694.1,662.7,232.0
Benin,731.1,587.2,246.3
Benin,635.9,206.7,494.8
Benin,453.5,8.1,441.7
Benin,25.8,-0.2,24.1
Benin,398.8,539.8,159.5
Benin,780.6,792.1,163.1
Benin,820.0,532.8,376.1
Benin,759.1,721.8,209.1
Benin,1056.0,708.8,413.7
Benin,995.0,824.0,239.6
Benin,357.0,560.8,107.5
Benin,349.8,577.1,103.8
Benin,174.8,11.1,169.5
Benin,364.3,6.9,357.3
Benin,864.0,808.4,186.2
Benin,443.7,460.7,181.2
Benin,72.5,152.6,47.5
Benin,799.5,766.2,199.2
Benin,956.0,659.0,285.2
Benin,27.1,-0.1,26.7
Benin,103.0,127.3,77.0
Benin,694.2,798.0,129.8
Benin,223.9,111.9,167.2
Benin,0.4,-0.4,-0.3
Benin,77.7,115.0,59.6
Benin,252.2,337.5,135.8
Benin,1002.0,795.9,230.2
Benin,315.3,18.3,303.4
Benin,649.2,344.2,381.0
Benin,583.8,740.9,128.7
Benin,804.0,643.6,258.1
Benin,869.0,680.8,291.5
Benin,974.0,397.8,560.6
Benin,302.9,433.4,148.4
Benin,422.4,5.3,414.6
Benin,750.8,365.2,385.1
Benin,449.1,430.3,214.8
Benin,687.2,532.7,285.0
Benin,274.0,259.0,142.2
Benin,306.8,378.5,150.2
Benin,765.7,754.9,185.8
Benin,111.7,4.7,109.5
Benin,13.7,-0.7,10.4
Benin,329.1,492.3,133.4
Benin,783.5,635.5,283.9
Benin,983.0,725.6,249.8
Benin,238.4,229.6,156.5
Benin,361.5,493.3,126.2
Benin,892.0,464.7,421.7
Benin,905.0,643.5,311.2
Benin,663.1,299.2,419.8
Benin,348.1,666.5,96.6
Benin,714.7,593.5,257.3
Benin,788.9,657.3,232.0
Benin,213.0,428.7,94.0
Benin,414.1,1.6,409.5
Benin,816.0,695.7,229.3
Benin,853.0,263.7,603.5
Benin,477.0,614.3,199.9
Benin,330.0,599.1,103.9
Benin,16.4,-0.5,16.4
Benin,103.3,178.6,74.4
Benin,804.0,696.9,224.0
Benin,351.9,70.4,284.2
Benin,74.5,0.3,74.1
Benin,957.0,783.3,255.2
Benin,50.8,37.9,46.9
Benin,834.0,421.6,455.9
Benin,930.0,661.8,297.5
Benin,555.8,483.5,242.1
Benin,911.0,719.3,247.7
Benin,711.2,487.8,328.6
Benin,4.6,-0.4,4.5
Benin,525.3,506.8,208.0
Benin,395.7,398.5,193.1
Benin,565.9,664.9,177.3
Benin,46.3,2.1,45.3
Benin,727.4,385.3,362.7
Benin,164.4,0.7,163.4
Benin,623.9,741.5,144.1
Benin,8.9,-0.2,8.8
Benin,742.5,578.5,255.4
Benin,956.0,587.0,389.6
Benin,343.0,-0.4,340.2
Benin,897.0,612.5,302.3
Benin,575.6,60.8,506.9
Benin,967.0,690.0,388.9
Benin,459.1,8.1,447.2
Benin,771.8,267.5,520.4
Benin,335.1,68.7,294.2
Benin,950.0,653.8,298.8
Benin,243.7,212.9,160.0
Benin,560.2,417.5,257.4
Benin,98.6,241.8,57.6
Benin,220.6,1.1,226.3
Benin,888.0,746.0,216.3
Benin,404.2,439.6,183.2
Benin,870.0,408.7,468.6
Benin,171.6,0.7,170.4
Benin,289.2,1.6,286.0
Benin,148.3,227.7,93.6
Benin,224.7,30.4,211.3
Benin,880.0,685.7,258.7
Benin,801.0,189.7,610.1
Benin,864.0,614.3,365.3
Benin,389.6,1.3,388.2
Benin,92.9,127.7,66.4
Benin,626.1,547.6,233.0
Benin,42.0,-0.6,41.9
Benin,1.1,-0.4,1.0
Benin,476.3,77.1,407.1
Benin,850.0,712.4,204.0
Benin,974.0,603.6,360.4
Benin,138.9,39.2,116.1
Benin,38.1,0.2,37.8
Benin,867.0,588.9,370.4
Benin,385.5,409.4,169.2
Benin,756.5,861.0,125.5
Benin,339.6,142.8,272.1
Benin,875.0,308.3,559.1
Benin,974.0,812.7,187.0
Benin,760.4,348.4,414.2
Benin,560.3,534.8,226.1
Benin,863.0,679.1,293.3
Benin,232.9,393.7,111.3
Benin,882.0,850.0,176.8
Benin,174.3,114.9,145.1
Benin,632.7,833.0,110.7
Benin,442.4,49.8,389.7
Benin,15.6,4.8,15.2
Benin,703.6,720.5,178.9
Benin,932.0,623.7,328.4
Benin,737.7,382.9,367.6
Benin,909.0,603.4,310.8
Benin,828.0,652.4,249.8
Benin,22.2,0.4,22.0
Benin,159.8,183.0,112.1
Benin,421.0,605.7,171.3
Benin,99.7,311.1,52.0
Benin,222.2,279.0,136.9
Benin,571.3,473.5,270.3
Benin,278.2,258.1,173.2
Benin,891.0,429.1,477.8
Benin,456.4,6.0,447.4
Benin,790.5,598.2,292.9
Benin,1028.0,861.0,151.4
Benin,354.5,326.6,200.9
Benin,692.1,561.3,257.6
Benin,164.6,0.7,163.5
Benin,17.8,-0.2,17.7
Benin,345.3,444.1,153.5
Benin,11.7,-0.3,11.4
Benin,347.5,332.6,191.0
Benin,476.0,259.3,284.2
Benin,116.5,35.0,105.2
Benin,810.0,234.4,591.5
Benin,679.8,232.5,462.6
Benin,464.3,589.3,153.7
Benin,425.9,474.4,199.1
Benin,942.0,699.9,244.9
Benin,831.0,624.8,271.1
Benin,975.0,564.7,399.4
Benin,15.5,-0.1,15.6
Benin,846.0,830.0,162.2
Benin,132.3,54.3,114.5
Benin,5.8,-0.7,5.7
Benin,741.6,744.4,224.3
Benin,455.0,49.2,414.8
Benin,514.5,8.6,499.1
Benin,842.0,746.0,210.0
Benin,139.6,0.6,138.7
Benin,30.8,0.0,30.2
Benin,962.0,837.2,164.4
Benin,207.9,19.3,198.7
Benin,447.9,132.3,364.6
Benin,902.0,692.4,254.5
Benin,668.8,619.9,249.2
Benin,313.9,374.5,162.9
Benin,659.9,487.2,252.8
Benin,627.7,516.9,255.6
Benin,852.0,660.9,256.5
Benin,41.0,-0.4,41.1
Benin,669.2,540.9,271.9
Benin,66.7,0.0,66.2
Benin,235.3,69.0,206.6
Benin,835.0,820.0,163.0
Benin,292.3,358.1,130.4
Benin,286.7,68.3,245.5
Benin,732.3,884.0,111.7
Benin,226.3,144.1,174.4
Benin,64.5,90.9,52.4
Benin,320.8,321.5,183.4
Benin,881.0,294.6,576.4
Benin,413.7,628.8,111.8
Benin,32.6,-0.1,32.3
Benin,552.9,69.5,479.5
Benin,856.0,823.0,167.2
Benin,687.0,328.0,398.0
Benin,545.0,523.3,219.0
Benin,744.7,759.9,140.4
Benin,26.0,0.0,25.8
Benin,778.0,453.5,393.1
Benin,905.0,604.2,322.9
Benin,912.0,446.3,476.6
Benin,42.8,0.0,42.4
Benin,11.8,-0.1,11.8
Benin,626.4,147.2,499.9
Benin,1010.0,788.2,228.5
Benin,377.0,533.1,124.0
Benin,299.0,5.0,293.5
Benin,808.0,853.0,143.0
Benin,830.0,688.2,264.3
Benin,346.9,124.6,283.2
Benin,1008.0,588.8,404.8
Benin,588.4,75.4,508.2
Benin,574.0,739.2,140.9
Benin,964.0,681.4,289.9
Benin,917.0,647.1,274.0
Benin,961.0,520.0,430.6
Benin,167.2,32.7,153.1
Benin,132.0,171.7,91.2
Benin,669.7,554.5,286.6
Benin,366.9,224.3,254.3
Benin,553.9,303.8,329.6
Benin,771.1,779.1,180.1
Benin,942.0,589.2,353.2
Benin,654.5,639.7,195.9
Benin,986.0,661.2,309.0
Benin,981.0,769.3,213.8
Benin,984.0,388.4,587.3
Benin,796.0,273.5,529.2
Benin,533.7,555.4,282.4
Benin,647.4,420.5,344.5
Benin,775.9,512.7,346.8
Benin,436.8,1.9,430.6
Benin,773.2,415.0,389.9
Benin,973.0,770.8,313.8
Benin,949.0,346.7,600.3
Benin,361.5,1.4,359.1
Benin,686.4,59.6,624.3
Benin,405.8,11.9,390.2
Benin,743.3,319.6,460.0
Benin,40.6,60.6,35.8
Benin,6.3,-0.9,6.4
Benin,840.0,544.4,313.0
Benin,487.3,505.3,213.4
Benin,400.3,37.6,369.1
Benin,46.7,50.8,38.9
Benin,375.5,7.2,366.2
Benin,53.7,0.0,53.4
Benin,82.3,17.0,78.2
Benin,56.5,144.3,38.1
Benin,3.4,0.1,3.5
Benin,643.2,300.3,427.6
Benin,751.1,85.9,659.1
Benin,276.9,136.9,201.9
Benin,942.0,699.5,236.9
Benin,10.5,4.0,10.3
Benin,48.0,15.2,45.6
Benin,834.0,708.2,231.7
Benin,1062.0,776.7,283.6
Benin,757.2,231.5,556.6
Benin,203.6,130.1,156.6
Benin,396.2,557.3,125.8
Benin,520.3,98.9,436.0
Benin,891.0,542.7,364.9
Benin,16.7,43.1,11.9
Benin,637.8,19.5,611.8
Benin,422.3,598.5,146.4
Benin,451.7,67.4,392.5
Benin,1110.0,488.7,620.1
Benin,563.5,384.9,340.9
Benin,529.0,168.7,410.7
Benin,611.5,544.3,231.8
Benin,135.0,0.1,133.3
Benin,311.6,1.1,308.2
Benin,70.7,3.5,68.9
Benin,1.8,-0.1,1.8
Benin,442.4,13.5,429.6
Benin,302.1,1.4,299.5
Benin,209.5,1.1,207.8
Benin,1092.0,769.7,332.6
Benin,342.6,180.6,246.9
Benin,817.0,572.0,292.6
Benin,351.2,223.6,226.4
Benin,252.9,5.7,248.6
Benin,2.6,-0.8,1.1
Benin,965.0,571.3,389.0
